,address,city,latitude,longitude,name,postal_code,review_count,stars,state
135036,2198 Babcock Blvd,Pittsburgh,40.5111209,-79.9933539,Monte Cello's,15209,56,4.0,PA
135100,656 Washington Rd,Mount Lebanon,40.3810792,-80.044593,A'Pizza Badamo,15228,119,4.0,PA
135151,10822 50 Street SE,Calgary,50.9563998906,-113.9603976963,Windsor Pizza,T2C 2N9,5,3.5,AB
135167,594 College St,Toronto,43.655255,-79.413732,Cafe Diplomatico Restaurant & Pizzeria,M6G 1B3,177,3.0,ON
135178,6508 York Rd,Cleveland,41.3856222,-81.761508,Godmother's Pizza & Subs,44130,14,4.0,OH
135306,9133 W Thunderbird Rd,Peoria,33.6091194153,-112.2558364868,Pizza N Green,85381,4,3.0,AZ
135335,"4001 E Bell Rd, Ste 112",Phoenix,33.6398853231,-111.9956595451,Isa's Pizza,85032,82,4.0,AZ
135341,"50 N Valle Verde Dr, Ste 110",Henderson,36.0295888,-115.062621,Buddha Belly Deli,89074,474,4.5,NV
135420,"6825 North 16th Street, Suite 7",Phoenix,33.537386,-112.046433,Papa Murphy's,85016,26,4.0,AZ
135499,6825 Boulevard Saint-Laurent,Montréal,45.5327583322,-73.6136013092,Amici,H2S 3C8,7,2.5,QC
135501,4986 Dundas Street W,Toronto,43.647166,-79.530482,Mamma's Pizza,M9A 1B7,3,1.0,ON
135563,7303 E Indian School Rd,Scottsdale,33.4946691,-111.9242563,Tommy V's Urban Kitchen & Bar,85251,589,4.5,AZ
135604,1194 Tallmadge Rd,Cuyahoga Falls,41.1193918,-81.4665584,Master Pizza-The Original,44221,4,3.0,OH
135682,"6485 S Rainbow Blvd, Ste M105",Las Vegas,36.07097,-115.243522,3 Tomatoes and A Mozzarella,89118,53,3.5,NV
135731,9255 S Eastern Ave,Las Vegas,36.021453,-115.119188,Papa John's Pizza,89123,68,2.0,NV
135837,"9789 Charlotte Hwy, Ste 1100",Fort Mill,35.0039815,-80.8565623,Midtown Sundries Grill & Bar,29707,30,2.5,SC
135854,1656 S Alma School Rd,Mesa,33.3847517,-111.85783670000001,Old Chicago,85210,174,3.5,AZ
135858,6901 Rockside Rd,Independence,41.395459,-81.641721,Augie's Pizza and Ribs,44131,24,3.5,OH
135859,2135 E Centennial Pkwy,Las Vegas,36.2760243,-115.120406,PT's,89081,56,3.0,NV
135887,"3120 S Gilbert Rd, Ste 2",Chandler,33.2609901,-111.7900188,Rosatis Pizza,85286,72,2.0,AZ
135892,870 Gold Hill Rd,Fort Mill,35.0616973,-80.962541,Marco's Pizza,29708,10,2.5,SC
135920,709 E Guadalupe Rd,Tempe,33.363058,-111.930469,Domino's Pizza,85283,46,2.5,AZ
135967,31 Colossus Drive,Woodbridge,43.7868215,-79.5438041,Pizzaville,L4L 9K4,3,4.5,ON
135994,1645 N Hayden Rd,Scottsdale,33.4671841,-111.9086242,Little Chicago Pizza,85257,168,4.0,AZ
136014,7558 W Thunderbird Rd,Peoria,33.6103275,-112.2213233,Crispy Crust Pizza,85381,6,4.5,AZ
136117,50 Queen Street W,Brampton,43.6850865,-79.7613343,Fanzorelli's Restaurant & Wine Bar,L6X 4H3,19,3.5,ON
136155,2741 17th Avenue SW,Calgary,51.0374682215,-114.1261253386,Jeanne's Pizza Pantry,T3E 7B9,26,4.5,AB
136185,431 Richmond Street W,Toronto,43.6476808,-79.3967361,Tosto Quickfire Pizza Pasta,M5V 1X9,29,3.5,ON
136195,"2055 N Alma School Rd, Ste 26",Chandler,33.3366622,-111.8565749,La Famiglia,85224,63,4.0,AZ
136198,2563 Rue du Centre,Montréal,45.478637,-73.569239,Pizza Charlevoix,H3K 2W7,3,4.5,QC
136238,6773 W Bell Rd,Glendale,33.6358405,-112.2049095,Chuck E Cheese's,85308,54,2.5,AZ
136268,"3790 Las Vegas Blvd, Ste 13",Las Vegas,36.1023786,-115.1745465,Il Fornaio,89109,604,3.5,NV
136271,2000 E Rio Salado Pkwy,Tempe,33.4324571,-111.9023035,California Pizza Kitchen at Tempe Marketplace,85281,180,3.5,AZ
136337,6040 S Central Ave,Phoenix,33.390943,-112.074797,Peter Piper Pizza,85042,14,3.0,AZ
136414,1144 Eglinton Avenue  W,Toronto,43.6996483,-79.432514,Terra & Mare,M6C 2E2,9,3.5,ON
136549,474 W Ray Rd,Chandler,33.3210829,-111.8477014,Restaurant El Herradero,85225,8,3.0,AZ
136595,20 Crowfoot Crescent NW,Calgary,51.125502,-114.197858,Domino's Pizza,T3G 2P6,3,4.5,AB
136613,416 Cox Rd,Gastonia,35.2628405,-81.1328363,Chuck E. Cheese's,28054,7,3.5,NC
136640,10520 N 90th St,Scottsdale,33.5817599186,-111.8886387348,Uncle Sam's,85258,50,3.0,AZ
136662,"3202 E Greenway, Ste 1629",Phoenix,33.627322,-112.012142,Little Caesars Pizza,85032,21,2.0,AZ
136667,1950 Rue Jean-Talon E,Montréal,45.5491421,-73.6057307,San Pietro,H2E 1T8,6,3.5,QC
136699,"4503 Paradise Rd, Ste 350",Las Vegas,36.1076648155,-115.1531091812,Fries N' Pies,89169,102,4.5,NV
136835,14970 W Indian School Rd,Goodyear,33.492737,-112.380047,Picazzo's Gourmet Pizza,85395,11,3.0,AZ
136845,1 S Main St,Las Vegas,36.1721156,-115.1469038,Pop Up Pizza,89101,311,4.0,NV
136874,110 Imperial Plaza Dr,Imperial,40.4420577678,-80.2353999335,Super Pizza,15126,7,3.5,PA
136875,759 Dovercourt Road,Toronto,43.6616348,-79.4295012,Village Pizza,M6H 2X1,41,4.0,ON
136982,4113 Erie St,Willoughby,41.6404065,-81.4063844,Ballantine,44094,95,3.5,OH
137029,7590 Fredle Dr,Painesville,41.664929,-81.241697,Franco's Pizza,44077,8,3.0,OH
137036,1711 Clairton Rd,West Mifflin,40.3289489,-79.9322574,The Pizza Company,15122,11,3.5,PA
137090,"440 W Warner Rd, Ste 101",Tempe,33.3350535,-111.9445749,Buon Gusto Gourmet Pizzas & Salads,85284,27,4.0,AZ
137192,916 Presque Isle Dr,Pittsburgh,40.462687,-79.70661,Conca D'oro Pizzeria,15239,7,4.0,PA
137207,"4000 N Scottsdale Rd, Ste 105",Scottsdale,33.4936719,-111.926492,Grimaldi's Pizzeria,85251,801,4.0,AZ
137371,"5645 S Eastern Ave, Ste 1",Las Vegas,36.087212,-115.119135,Sofia's Pizza,89136,121,2.0,NV
137518,"12820 S Tryon St, Ste120",Charlotte,35.1045865,-80.9884179,Marco's Pizza,28273,21,3.0,NC
137547,2906 Center Rd,Brunswick,41.2382530414,-81.7899040113,Antonio's Pizza,44212,10,3.0,OH
137605,4284 W Thomas Rd,Phoenix,33.4808986,-112.1507276,Domino's Pizza,85019,8,2.0,AZ
137613,8267 W Lake Pleasant Pkwy,Peoria,33.6690879,-112.23864879999999,Cousin Vinny Pizza & Pasta,85382,91,3.5,AZ
137633,1905 Cooper Foster Park Rd,Amherst,41.4172792,-82.2002088,Domino's Pizza,44001,3,2.0,OH
137669,1902 33 Street SW,Calgary,51.0376765,-114.135182,Spiros On 17th,T3E 2S5,44,4.0,AB
137675,12617 Chillicothe Rd,Chesterland,41.5259142,-81.3363038,Bada Bing Pizza,44026,16,3.5,OH
137726,4966 S Maryland Pkwy,Las Vegas,36.0999957,-115.1364347,Domino's Pizza,89119,63,2.0,NV
137790,14884 N Pima Rd,Scottsdale,33.6198065,-111.8922234,NYPD Pizza,85260,133,3.5,AZ
137815,1986 Kensington Road NW,Calgary,51.0528046,-114.1052022,Demetris Pizza,T2N 3R5,13,4.0,AB
137824,1740 E 17th St,Cleveland,41.5039367,-81.6806362,Moe's Tavern,44114,20,4.5,OH
137826,5319 Broadway Ave,Cleveland,41.4688948,-81.6527965,Arcade Pizza,44127,22,3.5,OH
137874,7660 W Cheyenne Ave,Las Vegas,36.2187395665,-115.262160152,Sabatino's Authentic NY Pizzeria,89129,250,3.5,NV
137877,5750 S Decatur Blvd,Las Vegas,36.0852347,-115.2073958,Angelina's Pizzeria,89118,228,3.0,NV
137910,585 Avenue Saint-Charles,Vaudreuil-Dorion,45.4079416,-74.0325916,George le Roi du Sous-Marin,J7V 8P9,4,3.0,QC
137963,2011 Winston Park Drive,Oakville,43.5079749,-79.6675329,Boston Pizza,L6H 6P5,24,2.5,ON
138216,203 S Water St,Henderson,36.0319583698,-114.9820484966,Sunset Pizzeria - Downtown,89015,60,3.0,NV
138272,5124 Camino Al Norte,North Las Vegas,36.2529678,-115.1527173,Domino's Pizza,89031,53,2.5,NV
138397,633 Mount Pleasant Road,Toronto,43.7047029,-79.3885319,Positano Restaurant,M4S 2M9,40,4.0,ON
138472,6 Wellesley Street W,Toronto,43.6649298528,-79.3850847018,Magic Oven,M4Y 1E7,49,3.5,ON
138483,3225 E Camelback Rd,Phoenix,33.5096729,-112.0120027,Tommy V's Osteria & Pizzeria,85018,63,3.5,AZ
138537,5886 Forbes Ave,Pittsburgh,40.4379074,-79.9195552,Italian Village Pizza,15217,32,3.5,PA
138543,595 Bay St.,Toronto,43.6562198,-79.3832909,Mustachio Italian Eatery,M5G 1M6,8,4.0,ON
138545,"9001 Dufferin Street, Unit 1 A",Thornhill,43.8363758794,-79.4808229668,Levetto,L4J 0C1,195,4.0,ON
138555,9942 Johnnycake Ridge Rd,Painesville,41.6801456,-81.283711,Concord Pizza,44077,9,4.5,OH
138625,1268 Brinton Rd,Pittsburgh,40.4224899,-79.8649727,Veltre's Pizza,15221,28,4.5,PA
138636,16838 N 7th St,Phoenix,33.6388923,-112.0661717,Streets of New York,85022,84,3.5,AZ
138669,5447 S Rainbow Blvd,Las Vegas,36.0900715,-115.2439023,Pizzalicious,89118,204,4.0,NV
138673,10109 Northcross Center Ct,Huntersville,35.443106,-80.859585,Donatos Pizzeria,28078,3,2.5,NC
138729,"119 S Main St, Ste 1",Verona,42.9897251,-89.5332131,Avantis Italian Restaurant & Pub,53593,57,3.0,WI
138765,2411 W Sahara Ave,Las Vegas,36.142754,-115.174694,Little Tony's,89102,184,4.0,NV
138830,"575-28th Street  SE, Suite 127",Calgary,51.0473413,-113.9888357,Vern's Pizza,T2A 6X1,6,3.5,AB
138842,108 17th Avenue NW,Calgary,51.068055,-114.063077,Houston's Public House,T2M 0M6,11,3.0,AB
138855,406 N. Litchfield,Goodyear,33.450828,-112.3600414,Little Caesars Pizza,85338,13,2.5,AZ
138880,2805 W Agua Fria Fwy,Phoenix,33.6675176,-112.1203859,Luna Pizza & Restaurant,85027,15,4.0,AZ
138893,1308 W Dayton St,Madison,43.071074,-89.4075932,Urban Slice,53715,8,2.0,WI
138934,11110 Kinsman Rd,Newbury,41.4638981,-81.2421874,Zeppe's Tavern & Pizzeria,44065,33,3.0,OH
138994,1105 Avenue Bernard Ouest,Outremont,45.5216845682,-73.6076005153,La Piazzetta,H2V 1V4,6,3.0,QC
138996,5766 Mayfield Rd,Mayfield Heights,41.5196463,-81.4718332,Ambrosi's Pizza,44124,6,4.0,OH
139027,525 Broad St,Elyria,41.3680667,-82.1084074,Foundry Kitchen and Bar,44035,110,4.0,OH
139032,11 De L'eglise Rue,Verdun,45.4628868624,-73.5638805339,Zappy Pizza,H4G 2L8,13,3.0,QC
139037,440 W Warner Rd,Tempe,33.3350535,-111.9445749,Picazzo's Healthy Italian Kitchen,85284,323,4.0,AZ
139044,31800 Vine St,Willowick,41.6421329,-81.4635143,Cala's Pizzeria,44095,24,3.5,OH
139060,902 Brookline Blvd,Pittsburgh,40.392837,-80.01913,Fox's Pizza Den,15226,10,4.0,PA
139099,4625 E Ray Rd,Ahwatukee,33.3180592287,-111.9835282712,Barro's Pizza,85044,99,3.5,AZ
139128,8110 W Union Hills Dr,Glendale,33.65379,-112.23381,Arizona Pizza Company,85308,46,2.5,AZ
139131,16 Rue Maguire,Montréal,45.5246515,-73.595426,Pizzeria Magpie,H2T 1B8,82,4.0,QC
139211,2202 Centre Street NE,Calgary,51.0719638931,-114.0621531051,Lina's Italian Market,T2E 2T5,69,4.0,AB
139224,1412F East Blvd,Charlotte,35.2001356,-80.8442089,Crisp,28203,111,3.5,NC
139293,100 King Street W,Toronto,43.6490336,-79.3818046,King Taps,M5X 1A9,189,4.0,ON
139316,18516 Detroit Ave,Lakewood,41.4818792514,-81.8273183672,Dewey's Pizza,44107,116,4.0,OH
139329,5990 University Blvd,Coraopolis,40.5212671,-80.2197775,Pizza Roma,15108,22,3.0,PA
139387,205 N Mattis,Champaign,40.118185,-88.27761,Monical's Pizza,61821,35,3.0,IL
139423,1911 Central Ave,Charlotte,35.2201453759,-80.8072895722,Pure Pizza,28205,151,4.0,NC
139439,6 Crowfoot Circle NW,Calgary,51.1233953,-114.203093,Pizza Hut,T2K 6H2,4,1.5,AB
139447,297 Beverly Rd,Pittsburgh,40.3885913,-80.0493988,Umai,15216,70,3.5,PA
139517,6650 W Bethany Home Rd,Glendale,33.5241484,-112.2019585,Pizza Hut,85301,22,2.0,AZ
139540,"18521 E Queen Creek Rd, Ste 101",Queen Creek,33.2654729698,-111.6842770086,Babbo Italian Eatery,85142,231,3.5,AZ
139592,2820 Centre Street NE,Calgary,51.0521948158,-113.9935436753,The North On Centre Public House,T2A 7P5,7,4.0,AB
139649,"16721 Orchard Stone Run, Ste 100",Charlotte,35.0261746633,-80.8394622803,Lorenzo's Pizzeria,28277,135,3.5,NC
139703,1225 Rue Marie-Anne E,Montréal,45.5281005,-73.5759568,Kamela,H2J 2B9,4,5.0,QC
139743,"2820 S Alma School Rd, Ste 8",Chandler,33.2644333,-111.8601,Buono's,85286,14,3.5,AZ
139750,5005 Steeles Avenue E,Scarborough,43.8278563,-79.2877916,Domino's Pizza,M1V 5K1,17,3.0,ON
139762,931 1 Avenue NE,Calgary,51.0529816,-114.0409608,Roma's Pizzeria,T2E 9E1,7,3.0,AB
139765,1197 Boulevard des Promenades,Saintt-Bruno-de-Montarville,45.5014463,-73.375066,Enoteca Monza,J3V 6H1,6,5.0,QC
139766,27 Baldwin Street,Toronto,43.6559335,-79.3931943,John's Italian Caffe,M5T 1L1,33,3.0,ON
139771,"777 E Thunderbird Rd, Ste 107",Phoenix,33.607105,-112.063427,Market Bistro,85022,49,4.0,AZ
139773,3223 Lorain Ave,Cleveland,41.481552,-81.7092341,Ohio City Pizzeria,44113,36,3.0,OH
139821,1810 W Northern Ave,Phoenix,33.5532410584,-112.0982251035,Papa John's Pizza,85021,21,3.5,AZ
139852,103 Rue Jacques-le Ber,Montréal,45.472913,-73.539441,Chez Carl Express,H3E 0B4,4,2.0,QC
139883,412 W Bagley Rd,Berea,41.372494,-81.8679659,Romeos Pizza,44017,7,3.0,OH
140000,1089 Victoria Park Avenue,Scarborough,43.7081786,-79.2955086,Amato Pizza,M4B 2K2,6,2.5,ON
140033,553 South Main Street,Mt. Holly,35.288949,-81.017299,Domino's,28210,10,2.5,NC
140060,577 King Street W,Toronto,43.644317,-79.3996095,Masseria,M5V 1M1,63,4.0,ON
140232,5320 State Rd,Cleveland,41.415636,-81.710499,State Road Pizza,44134,10,4.5,OH
140330,"1101 Kingston Road, Unit B5",Pickering,43.8282543,-79.0961458,Vis-à-Vis,L1V 1B5,21,4.0,ON
140338,"382 Spadina Avenue, Main Floor",Toronto,43.6552886,-79.3993028,Levetto,M5T 2G5,133,4.5,ON
140361,6403 Main Street,Stouffville,43.9718356,-79.2437273,Corner House,L4A 1G4,14,2.5,ON
140379,553 S Indian Trl,Indian Trail,35.0685804,-80.6767979,Hungry Howie's Pizza,28079,7,3.0,NC
140430,1705 Macleod Trail SE,Calgary,51.0376487461,-114.0589139611,A Perfect Pizza,T2G 2N8,14,4.0,AB
140478,1154 St Clair Ave W,Toronto,43.6782843,-79.4424619,Big Slice Restaurant,M6E 1B3,52,3.0,ON
140495,10823 John Price Rd,Charlotte,35.1190101589,-80.9574144334,Cicis,28273,30,2.5,NC
140524,"8960 W Bell Rd, Ste 110-A",Peoria,33.6395526002,-112.2523100674,Vinnie's Pizza,85382,28,4.0,AZ
140661,"1731 W Baseline Rd, Ste 115",Mesa,33.377934,-111.8725176,Rocky's Pizza and Cheesesteak,85202,129,4.5,AZ
140668,12701 N Scottsdale Rd,Scottsdale,33.603101,-111.924916,milk+honey espresso bar & eatery,85254,17,4.5,AZ
140669,19401 N Cave Creek Rd,Phoenix,33.662733,-112.030295,Gus's New York Pizza & Bar,85024,24,2.5,AZ
140684,85 Rue Saint-Paul E,Montréal,45.5065376977,-73.5532113165,Restaurant Papillon,H2Y 3R1,75,3.0,QC
140699,5101 Dixie Road,Mississauga,43.6380621,-79.6225317,Pizza Studio,L4W 0E6,8,5.0,ON
140736,3047 W Liberty Ave,Pittsburgh,40.3921739,-80.0377785,Giovanni's Pizza & Pasta,15216,77,3.0,PA
140751,4747 E Elliot Rd,Phoenix,33.3481601852,-111.9829226222,Jimmy & Joe's Pizzeria,85044,87,3.5,AZ
140757,2470 W Happy Valley Rd,Phoenix,33.7148264,-112.1130493,Sauce Pizza and Wine,85085,213,3.5,AZ
140789,4830 Memphis Ave,Cleveland,41.4401301,-81.7199343,Bella Pizza,44144,7,4.0,OH
140792,130 Davis Dr,Newmarket,44.0544172,-79.474707,Piccola Italia,L3Y 2N1,15,4.0,ON
140820,4923 Dundas Street West,Toronto,43.6484849,-79.5286632,Via Napoli,M9A 1B6,9,4.5,ON
140912,311 17 Avenue SW,Calgary,51.0376957736,-114.0691827757,Sal's Flatbread,T2S 0A5,3,4.5,AB
141010,3725 Blue Diamond Rd,Las Vegas,36.038422,-115.1934781,Brando's Sportsbar,89139,130,4.0,NV
141031,"40 Shields Court, Unit 102",Markham,43.835534874,-79.3553551429,Airplus Heating and Cooling,L3R 0M5,3,1.5,ON
141119,"320 S Tryon St, Ste 100A",Charlotte,35.2253544,-80.8461468,Salsarita's Fresh Cantina,28202,15,3.5,NC
141129,6102 N 16th St,Phoenix,33.5258592966,-112.0483986578,Niccoli's Italian Grocery & Deli,85016,169,4.5,AZ
141143,"13130 Yonge Street, Unit 10",Richmond Hill,43.9476328,-79.4559914,Roses New York,L4E 2T3,4,3.0,ON
141162,15320 Detroit Ave,Lakewood,41.485372,-81.8033444,Upper Crust,44107,31,4.0,OH
141163,"1380 Major Mackenzie Drive E, Unit G1",Richmond Hill,43.8797893,-79.3958599,Wow Wing House,L4B,5,2.5,ON
141192,3616 William Flynn Hwy,Hampton Township,40.5539588928,-79.9580688477,Frittata Mangia Italiano,15101,6,4.5,PA
141208,"240 Midpark Way SE, Suite 11",Calgary,50.9129015,-114.063472,The Grove,T2X 1N4,8,2.0,AB
141223,29455 N Cave Creek Rd,Cave Creek,33.7530800891,-111.9903273135,Babbo Italian Eatery,85331,154,3.5,AZ
141229,6505 N 7th St,Phoenix,33.5313736456,-112.0645281751,LaBella Pizzeria and Restaurant,85014,93,4.0,AZ
141238,"1830 - 52 Street SE, Suite 142",Calgary,51.0362474,-113.9578542,Sepassi's Pizzeria,T2B 1N1,3,5.0,AB
141290,5601 N Tenaya Way,Las Vegas,36.2635975,-115.2511428,Amano,89130,130,4.5,NV
141337,3616 Dufferin St,Toronto,43.7315402,-79.4592091,Chito's Pizza,M3K 1N7,13,4.0,ON
141422,5985 Mavis Road,Mississauga,43.6124945,-79.693839,Pizzaville,L5R 3T7,4,2.0,ON
141479,2902 N 68th St,Scottsdale,33.4805337,-111.935543,Domino's Pizza,85251,27,2.0,AZ
141511,20129-G N Main St,Cornelius,35.4830199,-80.8600057,Maola's Pizza and Restaurant,28031,58,4.5,NC
141547,1411 Duncan Ave,McCandless Township,40.5675932,-80.0071093,Luciano's Pizza & Six Pack To Go,15237,67,3.5,PA
141584,3525 26 Ave SE,Calgary,51.0299188,-113.9824791,Bonasera Pizza & Sports Bar,T2B 2M9,14,2.5,AB
141817,"14692 N Frank Lloyd Wright Blvd, Ste 142",Scottsdale,33.6191661,-111.8760361,Papa Murphy's,85260,7,3.5,AZ
141897,3111 N Central Ave,Phoenix,33.4846952,-112.0732999,"Uncle Tony's Bagels, Deli & Pizza",85012,12,4.5,AZ
141946,"15050 N Northsight Blvd, Ste 101",Scottsdale,33.6227399,-111.8970551,Pastries N Chaat,85260,83,4.0,AZ
141947,10729 State Rt 30,Irwin,40.3241661,-79.7013921,Pizza Marsala,15642,13,4.0,PA
141983,506 E Washington St,Chagrin Falls,41.4265498,-81.3741184,Violante's Restaurant,44022,18,4.5,OH
142096,34659 Vine St,Willowick,41.6428609,-81.4414393,Mama Primozz Pizza,44095,14,3.5,OH
142100,603 N 5th Ave,Phoenix,33.45496,-112.079908,Cibo,85003,1955,4.5,AZ
142166,728 Richmond Rd,Richmond Heights,41.5408137,-81.4976768,Angela Mia Pizza - Richmond Heights,44143,13,4.0,OH
142215,2000 S Blvd,Charlotte,35.208494401,-80.8612203598,Zucca Pizza Tavern,28203,43,3.5,NC
142312,16677 Southpark Ctr,Strongsville,41.310149,-81.8162838221,Buca di Beppo Italian Restaurant,44136,69,3.5,OH
142342,200 Boulevard Saint-Laurent,Montréal,45.5053348,-73.5535487,Brisket Vieux-Montréal,H2Y 4B2,6,3.5,QC
142381,1501 N Green Valley Pkwy,Henderson,36.0297380296,-115.08690566,Sammy's Restaurant & Bar,89074,357,4.0,NV
142412,"21043 N Cave Creek Rd, Ste A6",Phoenix,33.6789932,-112.0301297,Rochelli's Pizza House,85024,30,4.0,AZ
142422,"2211 W Camelback Rd, Ste 178",Phoenix,33.5083903,-112.1070665,OG Original Geno's,85015,30,3.5,AZ
142446,7325 Frank Lloyd Wright Blvd,Scottsdale,33.6371048,-111.9223001,Picazzo's Healthy Italian Kitchen,85260,347,4.0,AZ
142519,"420 S Rampart Blvd, Ste 180",Las Vegas,36.1671901,-115.2855925,Brio Tuscan Grille,89145,530,4.0,NV
142578,666 Burnhamthorpe Road,Etobicoke,43.6413126,-79.5773763,Pizza Hut,M9C 2Z3,4,1.5,ON
142667,6741 Boulevard St-Laurent,Montréal,45.5321389972,-73.6124968529,Ristorante Corneli,H2S 3C8,36,4.0,QC
142715,39 Rue de la Commune E,Montréal,45.5060073,-73.5530493,Al Pizzetta,H2Y 1H9,14,3.0,QC
142747,"1107 Lorne Park Road, Unit 5",Mississauga,43.5315363,-79.6117998,Lily's Pizza & Pasta,L5H 3A1,5,4.5,ON
142765,3991 Rue Ontario E,Montréal,45.549369,-73.541973,Heirloom,H1W 1T1,14,4.5,QC
142767,295 Queen Street E,Brampton,43.7026571,-79.7382729,Pizza Hut,L6W 2C2,14,1.5,ON
142769,2558 Main St,Penn Hills,40.4717456,-79.7872707,Universal Pizza,15235,11,2.5,PA
142879,471 Yonge Street,Toronto,43.6618689,-79.3830445,Pizza Pizza,M4Y 1A1,13,2.5,ON
142884,3940 Avon Lake Rd,Litchfield,41.166837,-82.0238973,Tonios Pizza,44253,3,4.0,OH
142962,"7640 Fairmount Drive SE, Suite 7",Calgary,50.985425,-114.059266,Kingo's Pizza & Donair,T2H 0X8,12,4.0,AB
143013,6756 W Camelback Rd,Glendale,33.5093329,-112.2051093,Palermo's Pizza & Wings,85303,54,2.5,AZ
143061,4655 37 Street SW,Calgary,51.0126755,-114.1416716,Hanni's Restaurant & Pizza,T3E 3C8,15,4.0,AB
143087,4623 Bow Trail SW,Calgary,51.0486739,-114.1537978,A Pizza Plus,T3C 2G6,21,4.0,AB
143094,8720 MacLeod Trl SE,Calgary,50.9756131,-114.070833,Café 22,T2H 0M4,23,3.5,AB
143107,18631 N 19th Ave,Phoenix,33.655339,-112.09823,Sardella's Pizza & Wings,85027,120,3.5,AZ
143118,8039 N 35th Ave,Phoenix,33.5547106099,-112.133264084,Chuck E Cheese's,85051,32,3.0,AZ
143152,2336 Lake Shore Boulevard W,Toronto,43.616765,-79.488022,FBI PIZZA,M8V 1B8,99,3.5,ON
143243,1 Balmoral Ave,Toronto,43.6853479,-79.3930809,Terroni,M4V 3B9,21,3.0,ON
143394,1675 Rue Saint-Denis,Montréal,45.51536,-73.563689,Napoli Pizzeria,H2X 3K4,43,3.5,QC
143426,25155 N 67th Ave,Phoenix,33.713692,-112.202428,Naked Pizza,85083,14,3.0,AZ
143441,"6635 W Happy Valley Rd, Ste A107",Glendale,33.710441,-112.202501,Brother's Pizza,85310,110,3.5,AZ
143593,321 N Caldwell St,Charlotte,35.226051,-80.836185,Villa Francesca,28202,80,3.5,NC
143602,5282 Center Rd,Brunswick,41.2376855935,-81.8781329691,East Of Chicago Pizza,44212,9,2.0,OH
143613,"602 W Union Hills Dr, Ste 1",Phoenix,33.655105,-112.081705,Rosati's Pizza,85027,82,3.0,AZ
143665,7523 Pearl Rd,Middleburg Heights,41.3606048,-81.8128904,3 Brothers Pizza,44130,76,4.0,OH
143723,10223 University City Blvd,Charlotte,35.312455,-80.713534,Little Caesars Pizza,28213,23,2.0,NC
143763,1826 N Scottsdale Rd,Tempe,33.4496821,-111.9269578,Spacoli's Pizza and Wings,85281,49,3.5,AZ
143764,600 E Pittsburgh McKeesport Blvd,North Versailles,40.3715495,-79.8278578,Marios Pizza House,15137,3,2.5,PA
143781,15115 Puritas Ave,Cleveland,41.4335801,-81.8023272,Sirius Pizza,44135,8,4.0,OH
143815,"6985 Davand Drive, Unit #1",Mississauga,43.6731807,-79.6757568,Veggie Planet,L5T1Y7,16,4.5,ON
143838,110 Cherry Ave,Chardon,41.5818785937,-81.2122890896,Zeppe's Pizzeria,44024,3,3.0,OH
143903,1146 Boulevard Marcel-Laurin,Saint-Laurent,45.510474,-73.689909,Double Pizza,H4R 1J7,5,4.0,QC
143923,"3457 Douglasdale Boulevard SE, Suite 3",Calgary,50.9324294753,-113.9830968356,Domino's Pizza,T2Z 4J1,4,2.0,AB
143997,914 E Camelback Rd,Phoenix,33.5094011,-112.06132,Domino's Pizza,85014,25,2.0,AZ
144014,"8878 S Eastern Ave, Ste 104",Las Vegas,36.02818,-115.1149077,Round Table Pizza,89123,12,4.0,NV
144076,"7460 West Lake Mead Boulevard, Sutie E-8",Las Vegas,36.19697,-115.256147,Round Table Pizza,89128,102,3.5,NV
144126,"3365 Richmond Rd, Ste 225",Beachwood,41.4657925,-81.495772,Noce Gourmet Pizzeria,44122,26,4.5,OH
144149,8455 W Lake Mead Blvd,Las Vegas,36.19787792,-115.2804902771,Red Rock Pizza,89128,166,4.0,NV
144196,10435 Clifton Blvd,Cleveland,41.4851495,-81.75746,Project: Pizza,44102,29,4.0,OH
144211,"4991 S Alma School Rd, Ste 12",Chandler,33.2333191927,-111.8583223,Amalfi Ristorante Italiano,85248,152,3.5,AZ
144232,14871 Detroit Ave,Lakewood,41.484496,-81.801103,Marco's Pizza,44107,10,4.0,OH
144240,4870 Boulder Hwy,Las Vegas,36.1153822,-115.0680757,Pizza Hut,89121,31,2.0,NV
144327,1192 Queen St E,Toronto,43.6630546,-79.3316068,Lambretta Pizzeria East,M4M 1L4,12,4.0,ON
144334,106 N Walnut St,Champaign,40.116597,-88.242292,Esquire Lounge,61820,116,4.0,IL
144359,1618 W Beltline Hwy,Madison,43.0356206,-89.4100314,Rocky Rococo Pan Style Pizza,53713,20,2.5,WI
144372,2809 Copley Rd,Copley,41.0935185,-81.6190227,Rizzi's Ristorante & Pizzeria,44321,40,3.5,OH
144399,7700 Hurontario Street,Brampton,43.6579881339,-79.7249507887,City South Pizza,L6Y 4M3,15,3.0,ON
144507,134 E Aurora Rd,Northfield,41.313682,-81.5336387,Romeo's Pizza,44067,9,4.0,OH
144564,24218 S Oakwood Blvd,Sun Lakes,33.2270384549,-111.8737800172,Stone & Barrel,85248,42,4.0,AZ
144589,1077 W Exchange St,Akron,41.0960947627,-81.5511208981,Your Pizza Shop,44313,21,3.0,OH
144615,7452 Ridge Rd,Parma,41.3629285,-81.7345564,Romeo's Pizza,44129,12,3.0,OH
